cell_type1	cell_type2	n_intersect	n_genes1	intersect_list
Bone-Connective	Prostate	22	48	AFM,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,FAM86B1,GBGT1,GOLGA8N,GPX4,HIST1H2AJ,LCE1E,LIN37,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,SPATA31A7,TBC1D3F,TNFRSF13C,ZFP82
Bone-Connective	Skin	0	48	
Bone-Connective	Skin*	22	48	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CLEC18C,CTAGE8,FAM86B1,GBGT1,GOLGA8N,HIST2H3D,NPIPA5,NUP35,POLR2A,RGPD6,RPL13A,RPL21,RPSA,SPATA31A7,TNFRSF13C,TYMS,ZFP82
Bone-Connective	Skin-Epithelium	21	48	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CLEC18C,CTAGE8,FAM86B1,GBGT1,GOLGA8N,HIST2H3D,NPIPA5,NUP35,POLR2A,RGPD6,RPL13A,RPL21,RPSA,SPATA31A7,TNFRSF13C,ZFP82
Bone-Connective	Skin-Squamous	1	48	TYMS
Bone-Connective	Squamous*	19	48	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,TBC1D3F,TMA7,TRIM37,TYMS,VCY
Bone-Connective	StemCell*	3	48	ASH2L,MDM2,RPSA
Bone-Connective	Thyroid-Glandular	1	48	POLR2A
Bone-Connective	Urinary	2	48	POLR2A,RGPD6
Bone-Connective	Uterus	16	48	BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,TBC1D3F,TRIM37,VCY
Bone-Connective	Uterus-Glandular	0	48	
Breast	BileDuct-Gastrointestinal	4	272	FAM86B1,NPIPA5,POLR2A,RGPD6
Breast	Bone	12	272	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,HIST2H3A,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Breast	Bone-Connective	27	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CLEC18C,CTAGE8,FAM86B1,GBGT1,GOLGA8N,GPX4,HIST2H3D,LCE1E,LIN37,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,SPATA31A7,TBC1D3F,TNFRSF13C,TYMS,WDR59,ZFP82
Breast	Breast	272	272	ABCD2,ABTB2,ACAD10,ACAD9,ACTG2,ACTL8,ACTN1,ACVR1,ADAM18,ADH1A,ADIPOR2,AGTR1,AMACR,AMBRA1,AMOTL2,APOBEC3A_B,APOC3,APOL5,ARHGDIA,ARIH2,ASH2L,ATG101,ATP2B1,ATP5O,ATXN10,BANF2,BGLAP,BIRC2,BMPR1A,CAPZA2,CARS2,CBFB,CCDC6,CDC42SE2,CDKN2B,CEBPB,CENPB,CEP350,CGNL1,CHI3L1,CHST7,CLEC12A,CLEC18C,CLN8,CPB2,CPO,CSK,CTNNA1,CUTA,DCAF4,DCUN1D1,DDX1,DDX4,DEFB4A,DLGAP5,DNAJC19,DRG2,DTNA,DUX4,DYNAP,E2F7,EBF2,EIF1AY,EIF3L,EIF4E2,EP300,ERBB2,ERGIC2,EXOC6B,FABP2,FAM122A,FAM157A,FBXO2,FHL3,FNDC3B,FOPNL,FRYL,FSBP,FTH1,FYB1,GADD45A,GATA3,GBGT1,GLRX3,GNAZ,GOLGA6L10,GPX4,GRHL2,GSK3B,GTF2H2C,HILPDA,HIST1H2BK,HIST2H3D,HIST2H4B,HMGN5,HNRNPA1,HSD17B7,HSPBP1,HYI,IFNGR2,IMPDH2,INO80C,IRF2,ITGA6,KCTD9,KIAA0753,KIF27,KLF6,KLHL26,KLLN,KMT2D,LHFPL2,LIMK2,LIN37,LMOD2,LPAR2,LRRC1,LRRC37A3,LUZP1,MACROD2,MAP4K4,MARK4,MBTD1,METTL2B,MON2,MTERF3,MYO18B,MYSM1,NBPF1,NCKAP5,NDUFA3,NDUFAF3,NDUFB6,NPIPA3,NR0B1,NUP58,NUTM2A,OFD1,OR51L1,PAK2,PAWR,PCDHGC3,PDCD10,PDHB,PIAS2,PICALM,PIK3CB,PITPNB,PKD1L1,PKN2,PLEKHA1,PLEKHH3,PLGLB2,PPIAL4F,PPP1R13B,PPP2R2B,PPP3R1,PREX1,PRND,PROX2,PTEN,RAB12,RB1,REXO1L1P,RGPD8,RHOBTB1,RINL,RNASEH1,ROCK2,ROPN1B,RPL13A,RPS10-NUDT3,RPS17,RPS3A,RRAGC,RUNDC3A,RUSC1,SCAF8,SCUBE3,SDHAF3,SECISBP2L,SERPINI1,SH2B3,SKAP2,SLC22A3,SLC25A1,SLC26A2,SLC2A10,SLC30A6,SLC45A2,SLC7A5,SLCO1B1,SMAD4,SNPH,SNRPB2,SNX22,SOX10,SOX9,SPACA5B,SPDEF,SPINK13,SRGAP3,SRY,SSTR4,ST20,ST20-MTHFS,STARD3NL,TADA3,TAOK1,TAZ,TBC1D4,TBC1D7,TC2N,TGFBR2,TMC3,TMEM155,TP53,TP53TG3B,TREM1,TRPS1,TSPY8,TTR,UGT3A2,USP17L8,UXS1,VRK1,WDR20,WDR53,WDR59,XPO6,XRCC4,ZFP82,ZNF33A,ZNF433,ZNF587B,ZNF737,AFM,ALG1L,ASB11,CTAGE8,ESR1,ETS1,FOXA1,GOLGA8N,KCTD10,KIRREL,NF2,PIBF1,PRAMEF5,SPATA31A7,TNFRSF13C,WASHC1,CEP76,HIST2H2BF,HIST2H3A,TBC1D3F,TFAP2C,TYMS,EIF3CL,GYPE,LCE1E,RPL21,SCAP,FAM86B1,NPIPA5,RPSA,TBC1D3H,BCL2L2-PABPN1,RGPD6,POLR2J,TBC1D3C,POLR2A
Breast	Breast*	272	272	ABCD2,ABTB2,ACAD10,ACAD9,ACTG2,ACTL8,ACTN1,ACVR1,ADAM18,ADH1A,ADIPOR2,AFM,AGTR1,ALG1L,AMACR,AMBRA1,AMOTL2,APOBEC3A_B,APOC3,APOL5,ARHGDIA,ARIH2,ASB11,ASH2L,ATG101,ATP2B1,ATP5O,ATXN10,BANF2,BCL2L2-PABPN1,BGLAP,BIRC2,BMPR1A,CAPZA2,CARS2,CBFB,CCDC6,CDC42SE2,CDKN2B,CEBPB,CENPB,CEP350,CEP76,CGNL1,CHI3L1,CHST7,CLEC12A,CLEC18C,CLN8,CPB2,CPO,CSK,CTAGE8,CTNNA1,CUTA,DCAF4,DCUN1D1,DDX1,DDX4,DEFB4A,DLGAP5,DNAJC19,DRG2,DTNA,DUX4,DYNAP,E2F7,EBF2,EIF1AY,EIF3CL,EIF3L,EIF4E2,EP300,ERBB2,ERGIC2,ESR1,ETS1,EXOC6B,FABP2,FAM122A,FAM157A,FAM86B1,FBXO2,FHL3,FNDC3B,FOPNL,FOXA1,FRYL,FSBP,FTH1,FYB1,GADD45A,GATA3,GBGT1,GLRX3,GNAZ,GOLGA6L10,GOLGA8N,GPX4,GRHL2,GSK3B,GTF2H2C,GYPE,HILPDA,HIST1H2BK,HIST2H2BF,HIST2H3A,HIST2H3D,HIST2H4B,HMGN5,HNRNPA1,HSD17B7,HSPBP1,HYI,IFNGR2,IMPDH2,INO80C,IRF2,ITGA6,KCTD10,KCTD9,KIAA0753,KIF27,KIRREL,KLF6,KLHL26,KLLN,KMT2D,LCE1E,LHFPL2,LIMK2,LIN37,LMOD2,LPAR2,LRRC1,LRRC37A3,LUZP1,MACROD2,MAP4K4,MARK4,MBTD1,METTL2B,MON2,MTERF3,MYO18B,MYSM1,NBPF1,NCKAP5,NDUFA3,NDUFAF3,NDUFB6,NF2,NPIPA3,NPIPA5,NR0B1,NUP58,NUTM2A,OFD1,OR51L1,PAK2,PAWR,PCDHGC3,PDCD10,PDHB,PIAS2,PIBF1,PICALM,PIK3CB,PITPNB,PKD1L1,PKN2,PLEKHA1,PLEKHH3,PLGLB2,POLR2A,POLR2J,PPIAL4F,PPP1R13B,PPP2R2B,PPP3R1,PRAMEF5,PREX1,PRND,PROX2,PTEN,RAB12,RB1,REXO1L1P,RGPD6,RGPD8,RHOBTB1,RINL,RNASEH1,ROCK2,ROPN1B,RPL13A,RPL21,RPS10-NUDT3,RPS17,RPS3A,RPSA,RRAGC,RUNDC3A,RUSC1,SCAF8,SCAP,SCUBE3,SDHAF3,SECISBP2L,SERPINI1,SH2B3,SKAP2,SLC22A3,SLC25A1,SLC26A2,SLC2A10,SLC30A6,SLC45A2,SLC7A5,SLCO1B1,SMAD4,SNPH,SNRPB2,SNX22,SOX10,SOX9,SPACA5B,SPATA31A7,SPDEF,SPINK13,SRGAP3,SRY,SSTR4,ST20,ST20-MTHFS,STARD3NL,TADA3,TAOK1,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TBC1D4,TBC1D7,TC2N,TFAP2C,TGFBR2,TMC3,TMEM155,TNFRSF13C,TP53,TP53TG3B,TREM1,TRPS1,TSPY8,TTR,TYMS,UGT3A2,USP17L8,UXS1,VRK1,WASHC1,WDR20,WDR53,WDR59,XPO6,XRCC4,ZFP82,ZNF33A,ZNF433,ZNF587B,ZNF737
Breast	Breast-Glandular	43	272	BCL2L2-PABPN1,EIF3CL,ERBB2,ERGIC2,FAM86B1,FOXA1,FTH1,GATA3,GOLGA6L10,GPX4,GYPE,HIST2H2BF,HIST2H3A,HIST2H3D,HIST2H4B,IMPDH2,INO80C,LCE1E,LRRC37A3,NBPF1,NPIPA5,POLR2A,POLR2J,PPIAL4F,PRAMEF5,REXO1L1P,RGPD6,RPL13A,RPL21,RPS17,RPSA,RRAGC,SCAP,SKAP2,SLC7A5,SNRPB2,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TYMS,WASHC1,WDR59
Breast	Breast-Squamous	11	272	EIF3CL,LCE1E,POLR2A,POLR2J,RGPD6,RPL21,RPSA,SCAP,SNRPB2,TBC1D3C,TBC1D3F
Breast	Cervix-Glandular	2	272	POLR2A,TYMS
Breast	Connective	26	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,FAM86B1,GBGT1,GLRX3,GOLGA8N,GPX4,HIST2H3A,LIN37,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPSA,SPATA31A7,TBC1D3C,TBC1D3H,TNFRSF13C,WDR59,ZFP82
Breast	Embryonic	2	272	LRRC37A3,POLR2J
Breast	Embryonic*	7	272	ASH2L,ATP5O,EIF3L,LRRC37A3,PITPNB,POLR2J,RPSA
Breast	Embryonic-Kidney	2	272	ATP5O,RPSA
Breast	Embryonic-StemCell	5	272	ASH2L,ATP5O,EIF3L,PITPNB,POLR2J
Breast	Epithelium*	39	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CLEC18C,CTAGE8,EIF3CL,FAM86B1,FTH1,GBGT1,GOLGA8N,GPX4,GYPE,HIST2H3A,HIST2H3D,INO80C,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,PPIAL4F,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SOX10,SPATA31A7,ST20-MTHFS,TBC1D3C,TBC1D3F,TBC1D3H,TNFRSF13C,WASHC1,ZFP82
Breast	Eye-Epithelium	13	272	ALG1L,BCL2L2-PABPN1,CLEC18C,FAM86B1,GPX4,LCE1E,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPS17,TBC1D3F
Breast	Gastrointestinal	38	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,EIF3CL,ERBB2,FAM86B1,GBGT1,GYPE,HIST2H3A,HIST2H3D,IMPDH2,LCE1E,LRRC37A3,NDUFB6,NPIPA5,PLGLB2,POLR2A,POLR2J,PRAMEF5,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SKAP2,SNRPB2,SPATA31A7,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TNFRSF13C,TYMS,ZFP82
Breast	Gastrointestinal*	46	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,EIF3CL,ERBB2,ERGIC2,FAM86B1,GBGT1,GYPE,HIST2H3A,HIST2H3D,IMPDH2,LCE1E,LRRC37A3,NDUFB6,NPIPA3,NPIPA5,PLGLB2,POLR2A,POLR2J,PRAMEF5,RGPD6,RGPD8,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SKAP2,SNRPB2,SOX9,SPATA31A7,ST20-MTHFS,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TNFRSF13C,TYMS,VRK1,WASHC1,ZFP82
Breast	Gastrointestinal-Glandular	33	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,EIF3CL,ERGIC2,FAM86B1,HIST2H3A,HIST2H3D,LCE1E,LRRC37A3,NPIPA3,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RGPD8,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SOX9,ST20-MTHFS,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TYMS,VRK1,WASHC1
Breast	Glandular*	79	272	ACAD9,AFM,ALG1L,ASH2L,ATP5O,ATXN10,BCL2L2-PABPN1,CLEC18C,CSK,CTAGE8,DDX1,DEFB4A,DNAJC19,EIF3CL,ERBB2,ERGIC2,FAM122A,FAM86B1,FOXA1,FTH1,GATA3,GBGT1,GOLGA6L10,GOLGA8N,GPX4,GYPE,HIST2H2BF,HIST2H3A,HIST2H3D,HIST2H4B,IMPDH2,INO80C,LCE1E,LRRC37A3,MBTD1,NBPF1,NDUFAF3,NPIPA3,NPIPA5,NUP58,PDHB,PKN2,PLGLB2,POLR2A,POLR2J,PPIAL4F,PRAMEF5,PREX1,REXO1L1P,RGPD6,RGPD8,RPL13A,RPL21,RPS10-NUDT3,RPS17,RPS3A,RPSA,RRAGC,SCAP,SKAP2,SLC25A1,SLC7A5,SNRPB2,SOX9,SPATA31A7,ST20-MTHFS,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TGFBR2,TNFRSF13C,TYMS,UXS1,VRK1,WASHC1,WDR59,ZFP82
Breast	HeadandNeck	19	272	ALG1L,BCL2L2-PABPN1,DEFB4A,EP300,FAM86B1,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TYMS
Breast	HeadandNeck*	29	272	ALG1L,BCL2L2-PABPN1,DEFB4A,EIF3CL,EP300,ERBB2,FAM86B1,FTH1,GPX4,HIST2H3D,KCTD10,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SNRPB2,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TYMS
Breast	HeadandNeck-Glandular	13	272	ALG1L,BCL2L2-PABPN1,DEFB4A,FAM86B1,LCE1E,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL21,RPSA,SNRPB2,TBC1D3F
Breast	HeadandNeck-Squamous	27	272	ALG1L,BCL2L2-PABPN1,EIF3CL,EP300,ERBB2,FAM86B1,FTH1,GPX4,HIST2H3D,KCTD10,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS3A,RPSA,SCAP,SNRPB2,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TYMS
Breast	Kidney	30	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,EIF3CL,FAM86B1,GOLGA8N,GPX4,HIST2H3A,LCE1E,NPIPA5,PIK3CB,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SNRPB2,SPATA31A7,TBC1D3C,TBC1D3F,TBC1D3H,TNFRSF13C,WDR59
Breast	Liver	18	272	ASH2L,EIF3CL,FAM86B1,HIST2H3A,HIST2H4B,HNRNPA1,INO80C,POLR2A,POLR2J,RPL13A,RPL21,RPS17,SCAP,ST20,TBC1D3C,TBC1D3F,TBC1D3H,WASHC1
Breast	Lung	39	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CSK,CTAGE8,EIF3CL,FAM86B1,GBGT1,GOLGA8N,GPX4,GRHL2,GYPE,HIST2H3A,KCTD10,KLF6,LCE1E,LIN37,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SLC7A5,SNRPB2,SOX9,SPATA31A7,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TNFRSF13C,ZFP82
Breast	Lung*	65	272	ACAD9,AFM,ALG1L,ASH2L,ATP5O,BCL2L2-PABPN1,CLEC18C,CSK,CTAGE8,DDX1,DEFB4A,DNAJC19,EIF3CL,FAM122A,FAM86B1,GBGT1,GOLGA6L10,GOLGA8N,GPX4,GRHL2,GYPE,HIST2H3A,HIST2H3D,IMPDH2,KCTD10,KLF6,LCE1E,LIN37,LRRC37A3,MBTD1,NDUFAF3,NPIPA5,NUP58,PDHB,PKN2,PLGLB2,POLR2A,POLR2J,PRAMEF5,PREX1,REXO1L1P,RGPD6,RPL13A,RPL21,RPS10-NUDT3,RPS17,RPS3A,RPSA,RRAGC,SCAP,SLC25A1,SLC7A5,SNRPB2,SOX9,SPATA31A7,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TGFBR2,TNFRSF13C,TYMS,UXS1,ZFP82
Breast	Lung-Glandular	49	272	ACAD9,ALG1L,ATP5O,BCL2L2-PABPN1,CSK,DDX1,DEFB4A,DNAJC19,EIF3CL,FAM122A,FAM86B1,GOLGA6L10,GPX4,HIST2H3A,HIST2H3D,IMPDH2,LCE1E,LRRC37A3,MBTD1,NDUFAF3,NPIPA5,NUP58,PDHB,PKN2,PLGLB2,POLR2A,POLR2J,PREX1,REXO1L1P,RGPD6,RPL13A,RPL21,RPS10-NUDT3,RPS17,RPS3A,RPSA,RRAGC,SCAP,SLC25A1,SLC7A5,SNRPB2,SOX9,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TGFBR2,TYMS,UXS1
Breast	Lung-Squamous	20	272	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,HIST2H3A,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,PRAMEF5,RGPD6,RPL13A,RPL21,RPSA,SCAP,TBC1D3C,TBC1D3F,TBC1D3H,TYMS
Breast	Lymphoid	45	272	ALG1L,ARIH2,ASH2L,ATP5O,BCL2L2-PABPN1,CARS2,CSK,CTAGE8,EIF3CL,FAM157A,FAM86B1,FRYL,GPX4,HIST2H3A,HIST2H3D,HIST2H4B,HNRNPA1,IMPDH2,LCE1E,NDUFAF3,NPIPA5,PAK2,PLGLB2,POLR2A,POLR2J,PRAMEF5,PREX1,PTEN,RGPD6,RNASEH1,RPL13A,RPL21,RPS10-NUDT3,RPS3A,RPSA,SCAP,SLC45A2,ST20,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TYMS,WASHC1,WDR59
Breast	Myeloid	48	272	ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CBFB,CLEC18C,CTAGE8,DNAJC19,EIF3CL,EIF3L,EP300,FAM122A,FAM86B1,GNAZ,GOLGA8N,GPX4,GYPE,HIST2H3A,HIST2H3D,HIST2H4B,IMPDH2,LCE1E,NDUFA3,NDUFAF3,NDUFB6,NPIPA5,NUP58,PLGLB2,POLR2A,POLR2J,PREX1,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SLC25A1,SLC7A5,SPATA31A7,ST20-MTHFS,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TYMS,WASHC1
Breast	Nervous	39	272	ALG1L,ATP5O,ATXN10,BCL2L2-PABPN1,CARS2,DDX1,DEFB4A,EIF3CL,FAM86B1,GATA3,GPX4,HIST2H3A,HIST2H3D,KCTD10,LCE1E,NDUFA3,NDUFAF3,NPIPA5,NUP58,PLGLB2,POLR2A,POLR2J,PRAMEF5,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SMAD4,SNRPB2,SOX10,SOX9,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TYMS,VRK1
Breast	Nervous*	39	272	ALG1L,ATP5O,ATXN10,BCL2L2-PABPN1,CARS2,DDX1,DEFB4A,EIF3CL,FAM86B1,GATA3,GPX4,HIST2H3A,HIST2H3D,KCTD10,LCE1E,NDUFA3,NDUFAF3,NPIPA5,NUP58,PLGLB2,POLR2A,POLR2J,PRAMEF5,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SMAD4,SNRPB2,SOX10,SOX9,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TYMS,VRK1
Breast	Nervous-Glandular	14	272	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST2H3D,LCE1E,NPIPA5,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Breast	Nervous-StemCell	3	272	ATP5O,NDUFAF3,RPSA
Breast	Oral	18	272	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,HIST2H3D,LCE1E,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,SCAP,TBC1D3C,TBC1D3F,TYMS,VRK1
Breast	Oral*	23	272	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,GPX4,HIST2H3D,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPSA,SCAP,SNRPB2,ST20-MTHFS,TBC1D3C,TBC1D3F,TBC1D3H,TYMS,VRK1
Breast	Oral-Glandular	6	272	FAM86B1,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL21
Breast	Oral-Squamous	22	272	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,GPX4,HIST2H3D,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPSA,SCAP,SNRPB2,ST20-MTHFS,TBC1D3C,TBC1D3F,TBC1D3H,TYMS
Breast	Ovary	34	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CLEC18C,CTAGE8,EIF3CL,FAM86B1,GBGT1,GOLGA8N,GPX4,HIST2H3A,LCE1E,LIN37,NPIPA5,PAK2,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SPATA31A7,ST20-MTHFS,TBC1D3C,TBC1D3F,TBC1D3H,TNFRSF13C,TYMS,ZFP82
Breast	Ovary-Glandular	21	272	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,GPX4,HIST2H3A,HIST2H3D,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL21,RPS17,RPSA,SCAP,TBC1D3C,TBC1D3F,TBC1D3H,VRK1
Breast	Pancreas	29	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CTAGE8,EIF3CL,FAM86B1,GBGT1,GYPE,HIST2H4B,LCE1E,LIN37,NPIPA5,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SKAP2,SNRPB2,SPATA31A7,TBC1D3C,TBC1D3H,TNFRSF13C,TYMS,ZFP82
Breast	Pancreas-Glandular	38	272	AFM,ALG1L,ASH2L,ATXN10,BCL2L2-PABPN1,CLEC18C,CTAGE8,EIF3CL,FAM86B1,FTH1,GBGT1,GOLGA8N,GPX4,GYPE,HIST2H3A,HIST2H3D,LCE1E,LRRC37A3,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPSA,SCAP,SKAP2,SNRPB2,SPATA31A7,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TNFRSF13C,TYMS,VRK1,ZFP82
Breast	Prostate	32	272	AFM,ASH2L,BCL2L2-PABPN1,CLEC12A,CLEC18C,CTAGE8,FAM86B1,FOXA1,GBGT1,GOLGA6L10,GOLGA8N,GPX4,GRHL2,HIST2H4B,LCE1E,LIN37,NPIPA5,PLGLB2,POLR2A,REXO1L1P,RGPD6,RPL13A,RPL21,SPATA31A7,ST20,ST20-MTHFS,TBC1D3F,TBC1D3H,TNFRSF13C,VRK1,WASHC1,ZFP82
Breast	Skin	1	272	WASHC1
Breast	Skin*	36	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CLEC18C,CTAGE8,EIF3CL,FAM86B1,FTH1,GBGT1,GOLGA8N,GYPE,HIST2H3A,HIST2H3D,INO80C,NPIPA5,POLR2A,POLR2J,PPIAL4F,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SOX10,SPATA31A7,ST20-MTHFS,TBC1D3C,TBC1D3H,TNFRSF13C,TYMS,WASHC1,ZFP82
Breast	Skin-Epithelium	35	272	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CLEC18C,CTAGE8,EIF3CL,FAM86B1,FTH1,GBGT1,GOLGA8N,GYPE,HIST2H3A,HIST2H3D,INO80C,NPIPA5,POLR2A,POLR2J,PPIAL4F,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SOX10,SPATA31A7,ST20-MTHFS,TBC1D3C,TBC1D3H,TNFRSF13C,WASHC1,ZFP82
Breast	Skin-Squamous	1	272	TYMS
Breast	Squamous*	30	272	ALG1L,BCL2L2-PABPN1,EIF3CL,EP300,ERBB2,FAM86B1,FTH1,GPX4,HIST2H3A,HIST2H3D,KCTD10,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,PRAMEF5,RGPD6,RPL13A,RPL21,RPS3A,RPSA,SCAP,SNRPB2,ST20-MTHFS,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TYMS
Breast	StemCell*	7	272	ASH2L,ATP5O,EIF3L,NDUFAF3,PITPNB,POLR2J,RPSA
Breast	Thyroid-Glandular	3	272	POLR2A,POLR2J,TBC1D3C
Breast	Urinary	11	272	EIF3CL,HIST2H3A,POLR2A,POLR2J,RGPD6,RPS17,RPS3A,SCAP,ST20-MTHFS,TBC1D3C,TBC1D3H
Breast	Uterus	21	272	BCL2L2-PABPN1,EIF3CL,FAM86B1,GPX4,HIST2H3A,HIST2H3D,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPSA,SCAP,SNRPB2,ST20-MTHFS,TBC1D3C,TBC1D3F,TBC1D3H
Breast	Uterus-Glandular	5	272	EIF3CL,HIST2H3A,POLR2J,TBC1D3C,TBC1D3H
Breast*	BileDuct-Gastrointestinal	5	332	FAM86B1,NPIPA5,POLR2A,PRAMEF6,RGPD6
Breast*	Bone	14	332	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,HIST2H3A,NDUFC2-KCTD14,POLR2A,POLR2J,PRAMEF6,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Breast*	Bone-Connective	30	332	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CARS2,CLEC18C,CTAGE8,FAM86B1,GBGT1,GOLGA8N,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,LIN37,NPIPA5,NPM1,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,SPATA31A7,TBC1D3F,TMA7,TNFRSF13C,TYMS,WDR59,ZFP82
